company,listing_country,locality,industry,sector,reporting_year,listing_year,incorporation_year,net_prof,tot_asst,bk_eqt,market_value,com_1,com_2,com_3,com_4,com_5,com_6,com_7,com_8,com_9,com_10,com_11,com_12,com_13,com_14,com_15,com_16,com_17,com_18,com_19,com_20,com_21,com_22,hr_1,hr_2,hr_3,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,hr_24,hr_25,hr_26,hr_27,hr_28,hr_29,hr_30,prod_1,prod_2,prod_3,prod_4,prod_5,prod_6,env_1,env_2,env_3,env_4,env_5,env_6,env_7,env_8,env_9,env_10,env_11,env_12,env_13,env_14,env_15,ene_1,ene_2,ene_3,ene_4,ene_5,ene_6,ene_7,emi_1,emi_2,emi_3,emi_4,emi_5,emi_6,emi_7,emi_8,emi_9,emi_10,oth_1,oth_2,oth_3,oth_4,oth_5,oth_6,social_committee
Hosken Consolidated Investments Ltd,South Africa,Multinational,General Industrials,Industrials,2015,1973,1973,0,64610118000,32928450000,15085945000,4,0,4,4,0,4,0,4,4,0,0,0,0,4,0,0,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hosken Consolidated Investments Ltd,South Africa,Multinational,General Industrials,Industrials,2016,1973,1973,0,70535763000,36119875000,11665402000,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,4,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hosken Consolidated Investments Ltd,South Africa,Multinational,General Industrials,Industrials,2017,1973,1973,0,70322213000000,35661000000,12487623000,4,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,4,4,4,0,0,4,4,4,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,4,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Hosken Consolidated Investments Ltd,South Africa,Multinational,General Industrials,Industrials,2018,1973,1973,197683000,16362559000,43225192000,12367045000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ikeja Hotel Plc,Nigeria,Multinational,Travel and Leisure,Consumer Services,2014,1983,1972,-482930000,18455389000,6981427000,7712334640.29,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Ikeja Hotel Plc,Nigeria,Multinational,Travel and Leisure,Consumer Services,2015,1983,1972,109368000,19484968000,7190245000,6506632728.87,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Ikeja Hotel Plc,Nigeria,Multinational,Travel and Leisure,Consumer Services,2016,1983,1972,90946000,21628939000,7308798000,3700257590.22,4,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Ikeja Hotel Plc,Nigeria,Multinational,Travel and Leisure,Consumer Services,2017,1983,1972,135650000,22591633000,7425909000,3700257590.22,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Ikeja Hotel Plc,Nigeria,Multinational,Travel and Leisure,Consumer Services,2018,1983,1972,677034000,24609110000,8102939000,3180558490.47,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Innodis,Mauritius,Local,Food Producers,Consumer Goods,2014,1996,1973,545678900,3715367000,1900127000,2130355428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
Innodis,Mauritius,Local,Food Producers,Consumer Goods,2015,1996,1973,-36987000,2831079000,1509407000,1873243566,4,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,4,0
Innodis,Mauritius,Local,Food Producers,Consumer Goods,2016,1996,1973,574460000,3764762000,1852498000,1432480374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,1
Innodis,Mauritius,Local,Food Producers,Consumer Goods,2017,1996,1973,532468000,3442308000,1788464000,1469210640,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
Innodis,Mauritius,Local,Food Producers,Consumer Goods,2018,1996,1973,77185000,2671251000,1524518000,1689592236,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
International Breweries Plc.,Nigeria,Multinational,Beverages,Consumer Goods,2014,1995,1971,2105500000,24370540000,11269923000,79720832576,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
International Breweries Plc.,Nigeria,Multinational,Beverages,Consumer Goods,2015,1995,1971,1946490000,30171590000,12168259000,62261311392,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
International Breweries Plc.,Nigeria,Multinational,Beverages,Consumer Goods,2016,1995,1971,2652748000,33482106000,13997391000,67499167747.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Breweries Plc.,Nigeria,Multinational,Beverages,Consumer Goods,2017,1995,1971,1034357000,44962735000,13878760000,52707988480,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0
International Breweries Plc.,Nigeria,Multinational,Beverages,Consumer Goods,2018,1995,1971,-3866298000,310278920000,35160923000,100474603040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japaul Oil & Maritime Services Plc,Nigeria,Multinational,"Oil Equipment, Services and Distribution",Oil and Gas,2014,,1994,-2703739000,38188346000,14043684000,1565675429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Japaul Oil & Maritime Services Plc,Nigeria,Multinational,"Oil Equipment, Services and Distribution",Oil and Gas,2015,,1994,-6969887000,35022430000,7052411000,1565675429,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Japaul Oil & Maritime Services Plc,Nigeria,Multinational,"Oil Equipment, Services and Distribution",Oil and Gas,2016,,1994,-21760633000,17636789000,14666782000,1565675429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Japaul Oil & Maritime Services Plc,Nigeria,Multinational,"Oil Equipment, Services and Distribution",Oil and Gas,2017,,1994,-10644678000,24569776000,25266052000,1565675429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Japaul Oil & Maritime Services Plc,Nigeria,Multinational,"Oil Equipment, Services and Distribution",Oil and Gas,2018,,1994,-6593632000,23502388000,31316275000,1315167360.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasco Electronics Holdings Limited,South Africa,Local,Electronic and Electrical Equipment,Industrials,2014,1987,1976,156654000,749423000,213 103000,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,4,4,0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Jasco Electronics Holdings Limited,South Africa,Local,Electronic and Electrical Equipment,Industrials,2015,1987,1976,70752000,632660000,231 849 000,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Jasco Electronics Holdings Limited,South Africa,Local,Electronic and Electrical Equipment,Industrials,2016,1987,1976,6640000,731261000,249 401000,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,0,4,4,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Jasco Electronics Holdings Limited,South Africa,Local,Electronic and Electrical Equipment,Industrials,2017,1987,1976,-35441000,684860000,184580000,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1
Jasco Electronics Holdings Limited,South Africa,Local,Electronic and Electrical Equipment,Industrials,2018,1987,1976,3382000,726048000,177382000,0,4,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,4,0,0,0,4,4,4,0,0,0,0,0,4,4,4,0,0,4,0,4,0,0,4,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1
John Holt Plc.,Nigeria,Multinational,General Industrials,Industrials,2014,1974,1961,234000000,7114000000,-3304000000,420283524.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
John Holt Plc.,Nigeria,Multinational,General Industrials,Industrials,2015,1974,1961,-331000000,7174000000,-3612000000,373585355.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
John Holt Plc.,Nigeria,Multinational,General Industrials,Industrials,2016,1974,1961,296000000,8521000000,-3309000000,256839931.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
John Holt Plc.,Nigeria,Multinational,General Industrials,Industrials,2017,1974,1961,-755000000,6903000000,-4033000000,198467220.12,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
John Holt Plc.,Nigeria,Multinational,General Industrials,Industrials,2018,1974,1961,4381000000,6949000000,365000000,206250248.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julius Berger Nig. Plc.,Nigeria,Multinational,Construction and Materials,Industrials,2014,1991,1970,6730117000,250113612000,19566152000,80071200000,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,4,0,0,0,4,4,0,0,0,4,0,4,4,4,0,0,4,0,4,0,0,4,0,0,4,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0
Julius Berger Nig. Plc.,Nigeria,Multinational,Construction and Materials,Industrials,2015,1991,1970,2836672000,247758055000,18658452000,56760000000,4,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0
Julius Berger Nig. Plc.,Nigeria,Multinational,Construction and Materials,Industrials,2016,1991,1970,-3656210000,252398409000,13145087000,50925600000,4,0,4,0,0,0,0,4,4,0,0,0,0,4,0,4,4,4,4,0,0,0,4,4,0,0,0,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0
Julius Berger Nig. Plc.,Nigeria,Multinational,Construction and Materials,Industrials,2017,1991,1970,636353000,257018462000,13599680000,36960000000,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,0,0,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0
Julius Berger Nig. Plc.,Nigeria,Multinational,Construction and Materials,Industrials,2018,1991,1970,4641627000,268060387000,16710922000,26532000000,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,0,0,4,0,4,4,4,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0
Kaap Agri Limited,South Africa,Multinational,Food Producers,Consumer Goods,2014,2017,1912,158213000,2685678000,1 255 222000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1
Kaap Agri Limited,South Africa,Multinational,Food Producers,Consumer Goods,2015,2017,1912,189194000,3132875000,1 405 677 000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1
Kaap Agri Limited,South Africa,Multinational,Food Producers,Consumer Goods,2016,2017,1912,785868900,3409837000,1 582 634 000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1
Kaap Agri Limited,South Africa,Multinational,Food Producers,Consumer Goods,2017,2017,1912,241125000,3927231000,1581981000,0,4,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,4,0,4,4,0,0,4,4,0,0,4,0,4,0,0,4,4,4,4,4,0,0,4,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,1
Kaap Agri Limited,South Africa,Multinational,Food Producers,Consumer Goods,2018,2017,1912,248957000,3409837000,1742746000,0,4,0,4,0,0,4,0,4,4,0,0,0,4,4,0,0,4,0,0,0,0,4,4,4,4,0,4,4,0,0,4,4,0,0,4,0,4,0,0,0,4,4,4,4,0,0,0,4,0,0,0,0,0,0,4,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,1
Kakuzi,Kenya,Local,Food Producers,Consumer Goods,2014,1951,1927,160205000,1530073000,3443870000,3527999820,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakuzi,Kenya,Local,Food Producers,Consumer Goods,2015,1951,1927,527687000,2049347000,3846258000,6213199683,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakuzi,Kenya,Local,Food Producers,Consumer Goods,2016,1951,1927,562425000,2407204000,4322036000,6056399691,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakuzi,Kenya,Local,Food Producers,Consumer Goods,2017,1951,1927,591643000,2316917000,4669476000,6448399671,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kakuzi,Kenya,Local,Food Producers,Consumer Goods,2018,1951,1927,481594000,2316917000,4669476000,6075999690,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Kap Industrial Holdings Limited,South Africa,Multinational,General Industrials,Industrials,2014,2004,1978,757000000,15924000000,7 930000000,0,4,0,0,0,0,4,4,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,4,4,0,0,4,0,0,0,0,4,0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kap Industrial Holdings Limited,South Africa,Multinational,General Industrials,Industrials,2015,2004,1978,930000000,18939000000,8 862 000000,0,4,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,0,0,4,0,4,0,0,4,0,4,4,4,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Kap Industrial Holdings Limited,South Africa,Multinational,General Industrials,Industrials,2016,2004,1978,1591000000,26978000000,11 348000000,0,4,0,4,0,0,4,4,4,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,4,4,0,4,0,0,4,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
