company,listing_country,locality,industry,sector,reporting_year,listing_year,incorporation_year,net_prof,tot_asst,bk_eqt,market_value,com_1,com_2,com_3,com_4,com_5,com_6,com_7,com_8,com_9,com_10,com_11,com_12,com_13,com_14,com_15,com_16,com_17,com_18,com_19,com_20,com_21,com_22,hr_1,hr_2,hr_3,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,hr_24,hr_25,hr_26,hr_27,hr_28,hr_29,hr_30,prod_1,prod_2,prod_3,prod_4,prod_5,prod_6,env_1,env_2,env_3,env_4,env_5,env_6,env_7,env_8,env_9,env_10,env_11,env_12,env_13,env_14,env_15,ene_1,ene_2,ene_3,ene_4,ene_5,ene_6,ene_7,emi_1,emi_2,emi_3,emi_4,emi_5,emi_6,emi_7,emi_8,emi_9,emi_10,oth_1,oth_2,oth_3,oth_4,oth_5,oth_6,social_committee
Assore Limited,South Africa,Local,Industrial Metals and Mining,Basic Materials,2014,1950,1950,4029722000,19513068000,17 824 721000,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,4,0,0,0,0,4,4,4,0,0,0,0,0,0,4,0,0,4,4,0,4,4,0,4,0,4,5,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
Assore Limited,South Africa,Local,Industrial Metals and Mining,Basic Materials,2015,1950,1950,1290440000,20828536000,18 911 609000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Assore Limited,South Africa,Local,Industrial Metals and Mining,Basic Materials,2016,1950,1950,1497641000,25321531000,22 624 952000,0,4,0,4,0,0,0,0,5,0,0,0,0,0,5,0,0,4,0,0,0,0,0,5,5,0,0,4,0,0,0,5,0,0,5,4,0,0,0,0,0,0,0,4,4,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Assore Limited,South Africa,Local,Industrial Metals and Mining,Basic Materials,2017,1950,1950,5138330000,39644795000,15094529000,0,4,0,4,0,0,0,0,5,0,0,0,0,0,5,0,0,4,0,0,0,0,4,5,5,4,0,0,0,0,0,4,0,0,5,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1
Assore Limited,South Africa,Local,Industrial Metals and Mining,Basic Materials,2018,1950,1950,5175002000,26509377000,5014065000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Automatic Systems,Mauritius,Multinational,Travel and Leisure,Consumer Services,2014,,1991,180908000,126470000,61480000,318150000,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
Automatic Systems,Mauritius,Multinational,Travel and Leisure,Consumer Services,2015,,1991,173518000,130971000,66324000,141400000,4,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
Automatic Systems,Mauritius,Multinational,Travel and Leisure,Consumer Services,2016,,1991,185840000,152179000,82260000,197076250,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
Automatic Systems,Mauritius,Multinational,Travel and Leisure,Consumer Services,2017,,1991,206765000,144547000,76730000,254520000,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
Automatic Systems,Mauritius,Multinational,Travel and Leisure,Consumer Services,2018,,1991,207048000,149540000,73137000,334057500,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aveng Limited,South Africa,Multinational,Construction and Materials,Industrials,2014,1999,1944,799000,27519000000,12 998 000000,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,0,0,0,0,4,5,4,0,0,0,0,0,0,4,4,0,0,4,0,4,0,0,0,0,4,4,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aveng Limited,South Africa,Multinational,Construction and Materials,Industrials,2015,1999,1944,-288000,27519000,12998000,0,4,0,0,0,0,0,4,4,4,0,0,0,0,4,0,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,4,0,4,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aveng Limited,South Africa,Multinational,Construction and Materials,Industrials,2016,1999,1944,146000,25332000000,13 556000000,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,0,4,4,0,0,0,0,4,4,4,4,0,0,4,0,0,4,4,0,0,4,0,4,0,0,4,0,4,4,4,0,0,0,4,0,0,0,0,0,0,4,4,4,4,0,0,4,4,4,4,0,4,0,4,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,1
Aveng Limited,South Africa,Multinational,Construction and Materials,Industrials,2017,1999,1944,-5395000,17687000000,6 058000000,0,4,0,0,0,0,0,4,4,0,0,0,0,4,4,0,4,4,0,0,0,0,0,4,4,4,0,4,4,0,0,4,4,0,0,4,0,4,4,4,0,0,4,4,4,0,4,0,4,0,0,0,0,0,0,0,4,4,4,0,0,4,4,0,4,0,4,0,4,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,4,0,0,1
Aveng Limited,South Africa,Multinational,Construction and Materials,Industrials,2018,1999,1944,-401000,15070000,2594000,0,0,0,4,0,0,4,4,4,4,0,0,0,0,4,0,4,4,0,0,0,0,4,4,4,4,0,4,4,0,0,4,4,0,0,4,0,4,4,4,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,4,4,4,0,0,4,4,4,4,0,4,4,4,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,1
Avi Limited,South Africa,Local,Food Producers,Consumer Goods,2014,1944,1944,1350600,8034000000,"3 940,500000",0,4,0,4,4,0,4,0,4,4,4,0,0,4,4,4,0,4,0,0,0,0,4,4,4,4,0,4,4,4,0,4,4,0,0,4,0,0,4,0,0,0,4,4,4,0,4,4,4,0,0,0,0,0,4,0,4,4,4,4,4,4,4,0,4,0,4,4,4,0,0,0,4,0,4,0,0,0,4,0,0,4,0,4,4,0,4,0,0,0,0,4,0,0,4,0,4,1
Avi Limited,South Africa,Local,Food Producers,Consumer Goods,2015,1944,1944,1246700,9031100000,"4 489,500000",0,4,0,4,4,0,4,0,4,4,4,0,0,4,4,4,0,4,0,0,0,0,4,4,4,4,0,4,4,4,0,4,4,0,0,4,0,0,4,0,0,0,4,4,4,0,4,4,4,0,0,0,0,0,4,0,4,4,4,4,4,4,4,0,4,0,4,4,4,0,0,0,4,0,4,0,0,0,4,0,0,4,0,4,4,0,0,0,0,0,0,4,0,0,4,0,4,1
Avi Limited,South Africa,Local,Food Producers,Consumer Goods,2016,1944,1944,1492200,9266200000," 4 851,700000",0,4,0,4,4,0,4,0,4,4,4,0,0,4,4,4,0,4,0,4,0,0,4,4,4,4,0,4,4,0,0,4,4,0,0,4,0,4,4,0,0,0,4,4,4,0,4,4,4,0,0,0,0,0,0,0,4,4,4,0,4,4,4,0,4,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,0,4,0,4,4,0,0,0,0,0,0,4,0,0,4,0,4,1
Avi Limited,South Africa,Local,Food Producers,Consumer Goods,2017,1944,1944,1646000,9664600000,"5 146,400000",0,4,0,4,4,0,4,0,4,4,4,0,0,4,4,4,0,4,0,4,0,0,4,4,4,4,0,4,4,0,0,4,4,0,0,4,0,4,4,0,0,0,4,4,4,0,4,4,0,0,0,0,0,0,0,0,4,4,4,0,4,4,4,4,4,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,0,4,0,4,4,0,0,0,0,0,0,4,0,0,4,0,4,1
Avi Limited,South Africa,Local,Food Producers,Consumer Goods,2018,1944,1944,1773900,9664600,5 146400,0,4,0,4,4,0,4,0,4,4,4,0,0,4,4,4,0,4,0,0,0,0,4,4,4,4,0,4,4,0,4,4,4,0,0,4,0,4,4,0,4,0,4,4,4,0,4,4,0,0,0,0,0,0,0,0,4,4,4,0,4,4,4,0,4,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,1
B O C Kenya,Kenya,Local,Chemicals,Basic Materials,2014,1969,1886,229625000,2300320000,1747188000,2616409764,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B O C Kenya,Kenya,Local,Chemicals,Basic Materials,2015,1969,1886,148600000,2320956000,1714106000,1991595492,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B O C Kenya,Kenya,Local,Chemicals,Basic Materials,2016,1969,1886,126323000,2215302000,1689449000,1601086572,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,3,0,0,0,0,0,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B O C Kenya,Kenya,Local,Chemicals,Basic Materials,2017,1969,1886,39379000,2228689000,1611082000,2089222722,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B O C Kenya,Kenya,Local,Chemicals,Basic Materials,2018,1969,1886,43291000,2141747000,1519496000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bamburi Cement,Kenya,Local,Construction and Materials,Industrials,2014,1970,1951,2996000,42030000000,29706000000,50451339225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bamburi Cement,Kenya,Local,Construction and Materials,Industrials,2015,1970,1951,4238000,40811000000,29819000000,63517873125,4,0,4,0,0,4,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,4,4,4,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,4,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
Bamburi Cement,Kenya,Local,Construction and Materials,Industrials,2016,1970,1951,3547000,47203000000,33200000000,58073484000,4,0,4,0,0,0,4,4,4,0,0,0,0,0,4,0,4,0,0,0,0,4,4,4,4,0,0,0,0,0,4,4,0,4,0,0,0,0,0,4,3,4,0,4,0,0,0,4,4,4,0,0,0,4,0,0,0,0,0,4,4,4,3,4,0,4,0,4,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0
Bamburi Cement,Kenya,Local,Construction and Materials,Industrials,2017,1970,1951,5040000,50357000000,33463000000,65332669500,4,0,4,0,0,0,4,4,4,0,0,0,0,4,0,0,4,0,4,0,0,0,4,4,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,4,0,4,4,4,0,0,0,4,4,4,0,0,0,4,4,4,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0
Bamburi Cement,Kenya,Local,Construction and Materials,Industrials,2018,1970,1951,1645000,50357000,33463000,48092103937.5,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Barloworld Limited,South Africa,Multinational,Support Services,Industrials,2014,1941,1902,14064000,48155000000,20 042 000000,0,4,0,4,0,0,4,4,4,0,0,0,0,0,0,4,0,4,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,0,0,5,0,0,4,4,4,0,4,4,0,0,0,4,4,0,0,0,0,0,0,0,4,0,4,0,0,4,4,4,4,0,4,0,4,0,4,0,4,0,4,4,0,0,4,0,0,4,0,4,4,0,4,0,0,0,0,4,4,0,4,0,4,1
Barloworld Limited,South Africa,Multinational,Support Services,Industrials,2015,1941,1902,18681000,46022000000,19 679 000000,0,4,0,4,0,0,4,4,5,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,4,4,0,0,4,0,0,4,0,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,4,4,4,4,0,0,0,4,0,0,0,4,0,4,4,0,0,4,4,0,5,0,5,4,0,4,0,0,0,0,4,4,0,4,0,4,1
Barloworld Limited,South Africa,Multinational,Support Services,Industrials,2016,1941,1902,15642000,46324000000,20 877 000000,0,4,0,5,0,0,5,0,5,4,0,0,0,0,5,5,0,4,0,4,0,0,4,4,4,4,0,0,0,0,0,5,4,0,0,4,0,4,0,0,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,4,0,4,5,0,0,0,0,0,0,0,5,0,5,4,0,0,5,0,0,4,0,4,4,0,4,0,0,0,0,4,4,0,4,0,4,1
Barloworld Limited,South Africa,Multinational,Support Services,Industrials,2017,1941,1902,15091000,46324000,20877000,0,4,0,4,0,0,4,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,4,0,0,4,0,0,0,4,4,0,0,4,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,4,4,0,0,4,0,0,4,0,4,0,0,4,0,0,0,0,4,4,0,4,0,4,1
Barloworld Limited,South Africa,Multinational,Support Services,Industrials,2018,1941,1902,3391000,49259000,22233000,0,4,0,4,0,0,4,4,4,4,0,0,0,4,4,0,0,4,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,3,4,4,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,4,4,0,4,0,4,0,0,0,0,0,5,4,0,4,5,0,0,4,0,4,4,0,0,4,0,0,0,4,0,0,4,0,4,1
Bauba Platinum Limited,South Africa,Local,Mining,Basic Materials,2014,2010,1986,11436000,219093000,180 166000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bauba Platinum Limited,South Africa,Local,Mining,Basic Materials,2015,2010,1986,1045000,185295000,174 934000,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bauba Platinum Limited,South Africa,Local,Mining,Basic Materials,2016,2010,1986,-8168000,302582000,270 940000,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,4,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bauba Platinum Limited,South Africa,Local,Mining,Basic Materials,2017,2010,1986,3904000,322770000,284937000,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bauba Platinum Limited,South Africa,Local,Mining,Basic Materials,2018,2010,1986,71910000,322770000,284937000,0,0,0,0,0,0,0,4,5,0,0,0,0,0,4,0,0,5,0,0,0,0,5,5,0,0,0,4,0,0,0,4,4,0,0,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,1
Bell Equipment Limited,South Africa,Multinational,Industrial Engineering,Industrials,2014,1995,1954,66420000,4853060000,3 004 291000,0,3,0,4,0,0,4,4,4,4,0,0,0,0,4,0,4,4,0,0,0,0,4,4,4,4,0,4,0,0,0,4,4,0,0,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,1
Bell Equipment Limited,South Africa,Multinational,Industrial Engineering,Industrials,2015,1995,1954,168855000,4506948000,2 758 247 000,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Bell Equipment Limited,South Africa,Multinational,Industrial Engineering,Industrials,2016,1995,1954,38619000,5357614000,2 988 602000,0,4,0,4,0,0,5,4,5,4,0,0,0,0,4,0,5,0,0,0,0,0,4,4,4,4,0,0,5,0,4,4,4,0,0,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,4,4,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,1
Bell Equipment Limited,South Africa,Multinational,Industrial Engineering,Industrials,2017,1995,1954,272050000,6528233000,3 371 509000,0,4,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,4,4,0,0,0,0,5,4,4,0,0,4,0,4,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,4,0,0,1
Bell Equipment Limited,South Africa,Multinational,Industrial Engineering,Industrials,2018,1995,1954,276417000,6528233000,3 371 509000,0,4,0,4,0,0,4,0,5,4,0,0,0,0,0,0,4,5,0,0,0,0,4,4,4,0,0,0,0,0,4,4,4,0,0,4,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,4,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,1
Bhp Billiton Plc,South Africa,Multinational,Industrial Metals and Mining,Basic Materials,2014,1997,1885,15269000,124580000000,70545000000,0,4,0,4,0,0,0,0,5,0,0,0,0,0,4,0,0,5,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,5,5,5,0,0,0,5,0,0,0,0,0,5,0,4,0,4,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Bhp Billiton Plc,South Africa,Multinational,Industrial Metals and Mining,Basic Materials,2015,1997,1885,2742000,118953000000,60071000000,0,5,0,4,0,0,0,0,5,0,4,0,0,0,4,0,0,5,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,5,5,0,0,0,5,0,0,0,0,0,5,0,4,0,4,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Bhp Billiton Plc,South Africa,Multinational,Industrial Metals and Mining,Basic Materials,2016,1997,1885,-6184000,117006000000,62726000000,0,0,0,3,0,0,0,0,5,0,0,0,0,0,5,4,0,5,0,0,0,0,4,4,4,4,0,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,5,5,5,0,0,0,5,0,0,0,0,0,4,0,4,0,4,0,0,0,0,5,0,0,5,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Bhp Billiton Plc,South Africa,Multinational,Industrial Metals and Mining,Basic Materials,2017,1997,1885,6173000,111993000000,60670000000,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,0,4,0,0,0,0,4,0,0,4,0,0,0,0,4,4,4,0,0,5,0,0,0,0,0,0,5,5,5,0,0,0,5,0,0,0,0,0,4,0,4,0,4,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Bhp Billiton Plc,South Africa,Multinational,Industrial Metals and Mining,Basic Materials,2018,1997,1885,22949000,111993000,60670000,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,4,0,4,0,0,0,0,4,4,0,0,0,4,0,0,4,5,4,0,0,5,0,4,0,0,0,0,5,5,5,0,0,0,5,0,0,0,0,0,4,0,4,0,4,0,0,0,4,4,0,0,4,4,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Blue Label Telecoms Limited,South Africa,Multinational,Support Services,Industrials,2014,2007,2001,474552000,7026820000,3 917 981 000,0,4,0,4,0,0,4,0,4,4,0,0,0,0,4,0,0,5,0,0,0,0,4,4,4,4,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0
Blue Label Telecoms Limited,South Africa,Multinational,Support Services,Industrials,2015,2007,2001,558092000,7305951000,4 519 567000,0,4,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,5,0,0,0,0,0,4,4,4,0,4,0,0,0,4,4,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,1
Blue Label Telecoms Limited,South Africa,Multinational,Support Services,Industrials,2016,2007,2001,770652000,8690270000,5 004 442000,0,4,0,4,0,0,4,0,4,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4,4,4,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1
